levelid,mapid,maplv,maintype,leveltype,levelindex,chapterindex,taskindex,level,levelname,chaptername,descriptiont,teamexp,everydaynum,sloot1,sloot2,sloot3,sloot4,sloot5,nextlevel,alevel1,Icon_X,Icon_Y,map_bg,battle_bg,ready_bg,music,monster_face,hang_up,Initial_anger,comat,dungeon_extra_drop1,dungeon_extra_drop2,dungeon_extra_drop3,dungeon_extra_drop4,daily_recharge_group,team_lack,story_id,level_skip,skip_type,skip_num
320149,320149,0,32,1,1,149,0,1,镇魂塔,第149层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320150,320148,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,79000000,0,0,0,0,0,0,0,1,1,157842000
320150,320150,0,32,1,1,150,0,1,镇魂塔,第150层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320151,320149,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,79500000,0,0,0,0,0,0,0,1,0,0
320151,320151,0,32,1,1,151,0,1,镇魂塔,第151层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320152,320150,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,80000000,0,0,0,0,0,0,0,1,1,159840000
320152,320152,0,32,1,1,152,0,1,镇魂塔,第152层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320153,320151,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,80500000,0,0,0,0,0,0,0,1,1,160839000
320153,320153,0,32,1,1,153,0,1,镇魂塔,第153层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320154,320152,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,81000000,0,0,0,0,0,0,0,1,1,161838000
320154,320154,0,32,1,1,154,0,1,镇魂塔,第154层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320155,320153,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,81500000,0,0,0,0,0,0,0,1,1,162837000
320155,320155,0,32,1,1,155,0,1,镇魂塔,第155层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320156,320154,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,82000000,0,0,0,0,0,0,0,1,0,0
320156,320156,0,32,1,1,156,0,1,镇魂塔,第156层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320157,320155,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,82500000,0,0,0,0,0,0,0,1,1,164835000
320157,320157,0,32,1,1,157,0,1,镇魂塔,第157层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320158,320156,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,83000000,0,0,0,0,0,0,0,1,1,165834000
320158,320158,0,32,1,1,158,0,1,镇魂塔,第158层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320159,320157,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,83500000,0,0,0,0,0,0,0,1,1,166833000
320159,320159,0,32,1,1,159,0,1,镇魂塔,第159层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320160,320158,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,84000000,0,0,0,0,0,0,0,1,1,167832000
320160,320160,0,32,1,1,160,0,1,镇魂塔,第160层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320161,320159,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,84500000,0,0,0,0,0,0,0,1,0,0
320161,320161,0,32,1,1,161,0,1,镇魂塔,第161层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320162,320160,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,85000000,0,0,0,0,0,0,0,1,1,169830000
320162,320162,0,32,1,1,162,0,1,镇魂塔,第162层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320163,320161,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,85500000,0,0,0,0,0,0,0,1,1,170829000
320163,320163,0,32,1,1,163,0,1,镇魂塔,第163层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320164,320162,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,86000000,0,0,0,0,0,0,0,1,1,171828000
320164,320164,0,32,1,1,164,0,1,镇魂塔,第164层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320165,320163,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,86500000,0,0,0,0,0,0,0,1,1,172827000
320165,320165,0,32,1,1,165,0,1,镇魂塔,第165层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320166,320164,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,87000000,0,0,0,0,0,0,0,1,0,0
320166,320166,0,32,1,1,166,0,1,镇魂塔,第166层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320167,320165,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,87500000,0,0,0,0,0,0,0,1,1,174825000
320167,320167,0,32,1,1,167,0,1,镇魂塔,第167层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320168,320166,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,88000000,0,0,0,0,0,0,0,1,1,175824000
320168,320168,0,32,1,1,168,0,1,镇魂塔,第168层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320169,320167,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,88500000,0,0,0,0,0,0,0,1,1,176823000
320169,320169,0,32,1,1,169,0,1,镇魂塔,第169层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320170,320168,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,89000000,0,0,0,0,0,0,0,1,1,177822000
320170,320170,0,32,1,1,170,0,1,镇魂塔,第170层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320171,320169,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,89500000,0,0,0,0,0,0,0,1,0,0
320171,320171,0,32,1,1,171,0,1,镇魂塔,第171层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320172,320170,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,90000000,0,0,0,0,0,0,0,1,1,179820000
320172,320172,0,32,1,1,172,0,1,镇魂塔,第172层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320173,320171,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,90500000,0,0,0,0,0,0,0,1,1,180819000
320173,320173,0,32,1,1,173,0,1,镇魂塔,第173层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320174,320172,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,91000000,0,0,0,0,0,0,0,1,1,181818000
320174,320174,0,32,1,1,174,0,1,镇魂塔,第174层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320175,320173,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,91500000,0,0,0,0,0,0,0,1,1,182817000
320175,320175,0,32,1,1,175,0,1,镇魂塔,第175层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320176,320174,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,92000000,0,0,0,0,0,0,0,1,0,0
320176,320176,0,32,1,1,176,0,1,镇魂塔,第176层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320177,320175,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,92500000,0,0,0,0,0,0,0,1,1,184815000
320177,320177,0,32,1,1,177,0,1,镇魂塔,第177层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320178,320176,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,93000000,0,0,0,0,0,0,0,1,1,185814000
320178,320178,0,32,1,1,178,0,1,镇魂塔,第178层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320179,320177,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,93500000,0,0,0,0,0,0,0,1,1,186813000
320179,320179,0,32,1,1,179,0,1,镇魂塔,第179层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320180,320178,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,94000000,0,0,0,0,0,0,0,1,1,187812000
320180,320180,0,32,1,1,180,0,1,镇魂塔,第180层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320181,320179,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,94500000,0,0,0,0,0,0,0,1,0,0
320181,320181,0,32,1,1,181,0,1,镇魂塔,第181层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320182,320180,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,95000000,0,0,0,0,0,0,0,1,1,189810000
320182,320182,0,32,1,1,182,0,1,镇魂塔,第182层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320183,320181,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,95500000,0,0,0,0,0,0,0,1,1,190809000
320183,320183,0,32,1,1,183,0,1,镇魂塔,第183层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320184,320182,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,96000000,0,0,0,0,0,0,0,1,1,191808000
320184,320184,0,32,1,1,184,0,1,镇魂塔,第184层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320185,320183,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,96500000,0,0,0,0,0,0,0,1,1,192807000
320185,320185,0,32,1,1,185,0,1,镇魂塔,第185层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320186,320184,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,97000000,0,0,0,0,0,0,0,1,0,0
320186,320186,0,32,1,1,186,0,1,镇魂塔,第186层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320187,320185,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,97500000,0,0,0,0,0,0,0,1,1,194805000
320187,320187,0,32,1,1,187,0,1,镇魂塔,第187层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320188,320186,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,98000000,0,0,0,0,0,0,0,1,1,195804000
320188,320188,0,32,1,1,188,0,1,镇魂塔,第188层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320189,320187,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,98500000,0,0,0,0,0,0,0,1,1,196803000
320189,320189,0,32,1,1,189,0,1,镇魂塔,第189层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320190,320188,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,99000000,0,0,0,0,0,0,0,1,1,197802000
320190,320190,0,32,1,1,190,0,1,镇魂塔,第190层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320191,320189,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,99500000,0,0,0,0,0,0,0,1,0,0
320191,320191,0,32,1,1,191,0,1,镇魂塔,第191层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320192,320190,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,100000000,0,0,0,0,0,0,0,1,1,199800000
320192,320192,0,32,1,1,192,0,1,镇魂塔,第192层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320193,320191,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,100500000,0,0,0,0,0,0,0,1,1,200799000
320193,320193,0,32,1,1,193,0,1,镇魂塔,第193层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320194,320192,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,101000000,0,0,0,0,0,0,0,1,1,201798000
320194,320194,0,32,1,1,194,0,1,镇魂塔,第194层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320195,320193,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,101500000,0,0,0,0,0,0,0,1,1,202797000
320195,320195,0,32,1,1,195,0,1,镇魂塔,第195层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320196,320194,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,102000000,0,0,0,0,0,0,0,1,0,0
320196,320196,0,32,1,1,196,0,1,镇魂塔,第196层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320197,320195,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,102500000,0,0,0,0,0,0,0,1,1,204795000
320197,320197,0,32,1,1,197,0,1,镇魂塔,第197层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320198,320196,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,103000000,0,0,0,0,0,0,0,1,1,205794000
320198,320198,0,32,1,1,198,0,1,镇魂塔,第198层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320199,320197,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,103500000,0,0,0,0,0,0,0,1,1,206793000
320199,320199,0,32,1,1,199,0,1,镇魂塔,第199层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320200,320198,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,104000000,0,0,0,0,0,0,0,1,1,207792000
320200,320200,0,32,1,1,200,0,1,镇魂塔,第200层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320201,320199,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,104500000,0,0,0,0,0,0,0,1,0,0
320201,320201,0,32,1,1,201,0,1,镇魂塔,第201层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320202,320200,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,55000000,0,0,0,0,0,0,0,1,1,109890000
320202,320202,0,32,1,1,202,0,1,镇魂塔,第202层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320203,320201,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,55500000,0,0,0,0,0,0,0,1,1,110889000
320203,320203,0,32,1,1,203,0,1,镇魂塔,第203层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320204,320202,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,56000000,0,0,0,0,0,0,0,1,1,111888000
320204,320204,0,32,1,1,204,0,1,镇魂塔,第204层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320205,320203,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,56500000,0,0,0,0,0,0,0,1,1,112887000
320205,320205,0,32,1,1,205,0,1,镇魂塔,第205层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320206,320204,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,57000000,0,0,0,0,0,0,0,1,0,0
320206,320206,0,32,1,1,206,0,1,镇魂塔,第206层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320207,320205,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,57500000,0,0,0,0,0,0,0,1,1,114885000
320207,320207,0,32,1,1,207,0,1,镇魂塔,第207层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320208,320206,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,58000000,0,0,0,0,0,0,0,1,1,115884000
320208,320208,0,32,1,1,208,0,1,镇魂塔,第208层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320209,320207,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,58500000,0,0,0,0,0,0,0,1,1,116883000
320209,320209,0,32,1,1,209,0,1,镇魂塔,第209层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320210,320208,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,59000000,0,0,0,0,0,0,0,1,1,117882000
320210,320210,0,32,1,1,210,0,1,镇魂塔,第210层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320211,320209,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,59500000,0,0,0,0,0,0,0,1,0,0
320211,320211,0,32,1,1,211,0,1,镇魂塔,第211层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320212,320210,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,60000000,0,0,0,0,0,0,0,1,1,119880000
320212,320212,0,32,1,1,212,0,1,镇魂塔,第212层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320213,320211,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,60500000,0,0,0,0,0,0,0,1,1,120879000
320213,320213,0,32,1,1,213,0,1,镇魂塔,第213层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320214,320212,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,61000000,0,0,0,0,0,0,0,1,1,121878000
320214,320214,0,32,1,1,214,0,1,镇魂塔,第214层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320215,320213,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,61500000,0,0,0,0,0,0,0,1,1,122877000
320215,320215,0,32,1,1,215,0,1,镇魂塔,第215层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320216,320214,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,62000000,0,0,0,0,0,0,0,1,0,0
320216,320216,0,32,1,1,216,0,1,镇魂塔,第216层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320217,320215,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,62500000,0,0,0,0,0,0,0,1,1,124875000
320217,320217,0,32,1,1,217,0,1,镇魂塔,第217层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320218,320216,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,63000000,0,0,0,0,0,0,0,1,1,125874000
320218,320218,0,32,1,1,218,0,1,镇魂塔,第218层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320219,320217,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,63500000,0,0,0,0,0,0,0,1,1,126873000
320219,320219,0,32,1,1,219,0,1,镇魂塔,第219层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320220,320218,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,64000000,0,0,0,0,0,0,0,1,1,127872000
320220,320220,0,32,1,1,220,0,1,镇魂塔,第220层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320221,320219,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,64500000,0,0,0,0,0,0,0,1,0,0
320221,320221,0,32,1,1,221,0,1,镇魂塔,第221层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320222,320220,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,65000000,0,0,0,0,0,0,0,1,1,129870000
320222,320222,0,32,1,1,222,0,1,镇魂塔,第222层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320223,320221,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,65500000,0,0,0,0,0,0,0,1,1,130869000
320223,320223,0,32,1,1,223,0,1,镇魂塔,第223层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320224,320222,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,66000000,0,0,0,0,0,0,0,1,1,131868000
320224,320224,0,32,1,1,224,0,1,镇魂塔,第224层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320225,320223,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,66500000,0,0,0,0,0,0,0,1,1,132867000
320225,320225,0,32,1,1,225,0,1,镇魂塔,第225层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320226,320224,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,67000000,0,0,0,0,0,0,0,1,0,0
320226,320226,0,32,1,1,226,0,1,镇魂塔,第226层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320227,320225,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,67500000,0,0,0,0,0,0,0,1,1,134865000
320227,320227,0,32,1,1,227,0,1,镇魂塔,第227层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320228,320226,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,68000000,0,0,0,0,0,0,0,1,1,135864000
320228,320228,0,32,1,1,228,0,1,镇魂塔,第228层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320229,320227,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,68500000,0,0,0,0,0,0,0,1,1,136863000
320229,320229,0,32,1,1,229,0,1,镇魂塔,第229层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320230,320228,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,69000000,0,0,0,0,0,0,0,1,1,137862000
320230,320230,0,32,1,1,230,0,1,镇魂塔,第230层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320231,320229,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,69500000,0,0,0,0,0,0,0,1,0,0
320231,320231,0,32,1,1,231,0,1,镇魂塔,第231层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320232,320230,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,70000000,0,0,0,0,0,0,0,1,1,139860000
320232,320232,0,32,1,1,232,0,1,镇魂塔,第232层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320233,320231,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,70500000,0,0,0,0,0,0,0,1,1,140859000
320233,320233,0,32,1,1,233,0,1,镇魂塔,第233层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320234,320232,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,71000000,0,0,0,0,0,0,0,1,1,141858000
320234,320234,0,32,1,1,234,0,1,镇魂塔,第234层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320235,320233,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,71500000,0,0,0,0,0,0,0,1,1,142857000
320235,320235,0,32,1,1,235,0,1,镇魂塔,第235层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320236,320234,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,72000000,0,0,0,0,0,0,0,1,0,0
320236,320236,0,32,1,1,236,0,1,镇魂塔,第236层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320237,320235,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,72500000,0,0,0,0,0,0,0,1,1,144855000
320237,320237,0,32,1,1,237,0,1,镇魂塔,第237层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320238,320236,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,73000000,0,0,0,0,0,0,0,1,1,145854000
320238,320238,0,32,1,1,238,0,1,镇魂塔,第238层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320239,320237,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,73500000,0,0,0,0,0,0,0,1,1,146853000
320239,320239,0,32,1,1,239,0,1,镇魂塔,第239层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320240,320238,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,74000000,0,0,0,0,0,0,0,1,1,147852000
320240,320240,0,32,1,1,240,0,1,镇魂塔,第240层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320241,320239,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,74500000,0,0,0,0,0,0,0,1,0,0
320241,320241,0,32,1,1,241,0,1,镇魂塔,第241层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320242,320240,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,75000000,0,0,0,0,0,0,0,1,1,149850000
320242,320242,0,32,1,1,242,0,1,镇魂塔,第242层,没有永恒的朋友，只有永恒的利益。,0,0,91000002,91000001,0,0,0,320243,320241,0,0,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1030302|1030302,0,0,75500000,0,0,0,0,0,0,0,1,1,150849000
