levelid,mapid,maintype,leveltype,levelindex,chapterindex,levelgroup,level,siege,levelname,chaptername,descriptiont,physicalstrength,teamexp,everydaynum,sloot1,sloot2,sloot3,sloot4,loot1,loot2,loot3,loot4,tasktypes,n1,n2,n3,n4,word,show,icon,heroid,herolv,heroclass,herostar,content,overdrama,aindex,bindex,condition,nextlevel,alevel1,alevel2,component,towershow,showtalk
200701,200701,2,1,7,1,1,26,0,冥河,7-1,这条无尽的熔岩之河会吞噬一切误入的生灵，但火精灵却将这里视为极乐世界。它们在冥河上建起宫殿，膜拜邪恶的神灵。,10,10,3,91000002,91000001,21000101,0,91000001,21000101,21000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200604,0,20,2003,0
200702,200702,2,1,7,2,1,26,0,冥河,7-2,这条无尽的熔岩之河会吞噬一切误入的生灵，但火精灵却将这里视为极乐世界。它们在冥河上建起宫殿，膜拜邪恶的神灵。,10,10,3,91000002,91000001,21000101,0,91000001,21000101,21000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200701,0,20,2003,0
200703,200703,2,1,7,3,1,26,0,冥河,7-3,这条无尽的熔岩之河会吞噬一切误入的生灵，但火精灵却将这里视为极乐世界。它们在冥河上建起宫殿，膜拜邪恶的神灵。,10,10,3,91000002,91000001,21000101,0,91000001,21000101,21000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200702,0,20,2003,0
200704,200704,2,1,7,4,1,26,0,冥河,7-4,这条无尽的熔岩之河会吞噬一切误入的生灵，但火精灵却将这里视为极乐世界。它们在冥河上建起宫殿，膜拜邪恶的神灵。,10,10,3,91000002,91000001,21000101,0,91000001,21000101,21000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200703,0,20,2003,0
200801,200801,2,1,8,1,1,30,0,无光城,8-1,万事之战时期，大恶魔贝恩的居城，由于封印的存在，常人无法找到这座恐怖的城堡。但它现在却向你敞开了大门……,10,10,3,91000002,91000001,21000102,0,91000001,21000102,21000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200704,0,20,2003,0
200802,200802,2,1,8,2,1,30,0,无光城,8-2,万事之战时期，大恶魔贝恩的居城，由于封印的存在，常人无法找到这座恐怖的城堡。但它现在却向你敞开了大门……,10,10,3,91000002,91000001,21000102,0,91000001,21000102,21000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200801,0,20,2003,0
200803,200803,2,1,8,3,1,30,0,无光城,8-3,万事之战时期，大恶魔贝恩的居城，由于封印的存在，常人无法找到这座恐怖的城堡。但它现在却向你敞开了大门……,10,10,3,91000002,91000001,21000102,0,91000001,21000102,21000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200802,0,20,2003,0
200804,200804,2,1,8,4,1,30,0,无光城,8-4,万事之战时期，大恶魔贝恩的居城，由于封印的存在，常人无法找到这座恐怖的城堡。但它现在却向你敞开了大门……,10,10,3,91000002,91000001,21000102,0,91000001,21000102,21000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200803,0,20,2003,0
200901,200901,2,1,9,1,1,32,0,罗丝神殿,9-1,数万年前，黑暗精灵的祖先在地底深处建造了这座不洁的神殿，无数生灵在此遭到献祭，成为了罗丝女神的爪牙。,10,10,3,91000002,91000001,21000103,0,91000001,21000103,21000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200804,0,20,2003,0
200902,200902,2,1,9,2,1,32,0,罗丝神殿,9-2,数万年前，黑暗精灵的祖先在地底深处建造了这座不洁的神殿，无数生灵在此遭到献祭，成为了罗丝女神的爪牙。,10,10,3,91000002,91000001,21000103,0,91000001,21000103,21000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200901,0,20,2003,0
200903,200903,2,1,9,3,1,32,0,罗丝神殿,9-3,数万年前，黑暗精灵的祖先在地底深处建造了这座不洁的神殿，无数生灵在此遭到献祭，成为了罗丝女神的爪牙。,10,10,3,91000002,91000001,21000103,0,91000001,21000103,21000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200902,0,20,2003,0
200904,200904,2,1,9,4,1,32,0,罗丝神殿,9-4,数万年前，黑暗精灵的祖先在地底深处建造了这座不洁的神殿，无数生灵在此遭到献祭，成为了罗丝女神的爪牙。,10,10,3,91000002,91000001,21000103,0,91000001,21000103,21000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200903,0,20,2003,0
201001,201001,2,1,10,1,1,34,0,混沌迷宫,10-1,通常那些难以被消灭的邪恶生物，会被天使们流放到混沌迷宫中。数万年来，它们徘徊在迷宫中，相互厮杀、相互吞噬……,10,10,3,91000002,91000001,21000104,0,91000001,21000104,21000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200904,0,20,2003,0
201002,201002,2,1,10,2,1,34,0,混沌迷宫,10-2,通常那些难以被消灭的邪恶生物，会被天使们流放到混沌迷宫中。数万年来，它们徘徊在迷宫中，相互厮杀、相互吞噬……,10,10,3,91000002,91000001,21000104,0,91000001,21000104,21000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201001,0,20,2003,0
201003,201003,2,1,10,3,1,34,0,混沌迷宫,10-3,通常那些难以被消灭的邪恶生物，会被天使们流放到混沌迷宫中。数万年来，它们徘徊在迷宫中，相互厮杀、相互吞噬……,10,10,3,91000002,91000001,21000104,0,91000001,21000104,21000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201002,0,20,2003,0
201004,201004,2,1,10,4,1,34,0,混沌迷宫,10-4,通常那些难以被消灭的邪恶生物，会被天使们流放到混沌迷宫中。数万年来，它们徘徊在迷宫中，相互厮杀、相互吞噬……,10,10,3,91000002,91000001,21000104,0,91000001,21000104,21000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201003,0,20,2003,0
201101,201101,2,1,11,1,1,36,0,主脑巢穴,11-1,夺心魔将它们的主脑封为神明，主脑身躯庞大且笨重，却拥有强大的精神力。通过主脑的能力，夺心魔们共享着彼此邪恶的思想。,10,10,3,91000002,91000001,21000105,0,91000001,21000105,21000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201004,0,20,2003,0
201102,201102,2,1,11,2,1,36,0,主脑巢穴,11-2,夺心魔将它们的主脑封为神明，主脑身躯庞大且笨重，却拥有强大的精神力。通过主脑的能力，夺心魔们共享着彼此邪恶的思想。,10,10,3,91000002,91000001,21000105,0,91000001,21000105,21000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201101,0,20,2003,0
201103,201103,2,1,11,3,1,36,0,主脑巢穴,11-3,夺心魔将它们的主脑封为神明，主脑身躯庞大且笨重，却拥有强大的精神力。通过主脑的能力，夺心魔们共享着彼此邪恶的思想。,10,10,3,91000002,91000001,21000105,0,91000001,21000105,21000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201102,0,20,2003,0
201104,201104,2,1,11,4,1,36,0,主脑巢穴,11-4,夺心魔将它们的主脑封为神明，主脑身躯庞大且笨重，却拥有强大的精神力。通过主脑的能力，夺心魔们共享着彼此邪恶的思想。,10,10,3,91000002,91000001,21000105,0,91000001,21000105,21000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201103,0,20,2003,0
201201,201201,2,1,12,1,1,38,0,混乱深渊,12-1,混乱深渊比黑暗深渊更为凶险，这里是中层深渊领主的地盘，它们信奉混沌和无序，是这个世界上最为邪恶的存在。,10,10,3,91000002,91000001,21000106,0,91000001,21000106,21000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201104,0,20,2003,0
201202,201202,2,1,12,2,1,38,0,混乱深渊,12-2,混乱深渊比黑暗深渊更为凶险，这里是中层深渊领主的地盘，它们信奉混沌和无序，是这个世界上最为邪恶的存在。,10,10,3,91000002,91000001,21000106,0,91000001,21000106,21000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201201,0,20,2003,0
201203,201203,2,1,12,3,1,38,0,混乱深渊,12-3,混乱深渊比黑暗深渊更为凶险，这里是中层深渊领主的地盘，它们信奉混沌和无序，是这个世界上最为邪恶的存在。,10,10,3,91000002,91000001,21000106,0,91000001,21000106,21000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201202,0,20,2003,0
201204,201204,2,1,12,4,1,38,0,混乱深渊,12-4,混乱深渊比黑暗深渊更为凶险，这里是中层深渊领主的地盘，它们信奉混沌和无序，是这个世界上最为邪恶的存在。,10,10,3,91000002,91000001,21000106,0,91000001,21000106,21000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201203,0,20,2003,0
201301,201301,2,1,13,1,1,40,0,神罚要塞,13-1,这里曾是天使在地下城中建立的前哨站，大天使乌列镇守这里。然而，乌列却在漫长的战争中迷失信仰，神罚要塞亦沦为堕天使的领地。,10,10,3,91000002,91000001,21001001,0,91000001,21001001,21000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201204,0,20,2003,0
201302,201302,2,1,13,2,1,40,0,神罚要塞,13-2,这里曾是天使在地下城中建立的前哨站，大天使乌列镇守这里。然而，乌列却在漫长的战争中迷失信仰，神罚要塞亦沦为堕天使的领地。,10,10,3,91000002,91000001,21001001,0,91000001,21001001,21000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201301,0,20,2003,0
201303,201303,2,1,13,3,1,40,0,神罚要塞,13-3,这里曾是天使在地下城中建立的前哨站，大天使乌列镇守这里。然而，乌列却在漫长的战争中迷失信仰，神罚要塞亦沦为堕天使的领地。,10,10,3,91000002,91000001,21001001,0,91000001,21001001,21000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201302,0,20,2003,0
201304,201304,2,1,13,4,1,40,0,神罚要塞,13-4,这里曾是天使在地下城中建立的前哨站，大天使乌列镇守这里。然而，乌列却在漫长的战争中迷失信仰，神罚要塞亦沦为堕天使的领地。,10,10,3,91000002,91000001,21001001,0,91000001,21001001,21000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201303,0,20,2003,0
201401,201401,2,1,14,1,1,43,0,挽歌堡,14-1,这座死城是由暗灵所建，他们还在此驻扎了一支强大的远征军。显然，灵界也对地下城中的遗物很感兴趣。,10,10,3,91000002,91000001,21001002,0,91000001,21001002,21000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201304,0,20,2003,0
201402,201402,2,1,14,2,1,43,0,挽歌堡,14-2,这座死城是由暗灵所建，他们还在此驻扎了一支强大的远征军。显然，灵界也对地下城中的遗物很感兴趣。,10,10,3,91000002,91000001,21001002,0,91000001,21001002,21000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201401,0,20,2003,0
201403,201403,2,1,14,3,1,43,0,挽歌堡,14-3,这座死城是由暗灵所建，他们还在此驻扎了一支强大的远征军。显然，灵界也对地下城中的遗物很感兴趣。,10,10,3,91000002,91000001,21001002,0,91000001,21001002,21000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201402,0,20,2003,0
201404,201404,2,1,14,4,1,43,0,挽歌堡,14-4,这座死城是由暗灵所建，他们还在此驻扎了一支强大的远征军。显然，灵界也对地下城中的遗物很感兴趣。,10,10,3,91000002,91000001,21001002,0,91000001,21001002,21000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201403,0,20,2003,0
201501,201501,2,1,15,1,1,46,0,冥火堡垒,15-1,即使是在万事之战中，火精灵的堡垒也从未被攻陷，这不仅仅是因为冥火堡垒周遭严酷的环境，还因为堡垒中可怕的魔能。,10,10,3,91000002,91000001,21001003,0,91000001,21001003,21000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201404,0,20,2003,0
201502,201502,2,1,15,2,1,46,0,冥火堡垒,15-2,即使是在万事之战中，火精灵的堡垒也从未被攻陷，这不仅仅是因为冥火堡垒周遭严酷的环境，还因为堡垒中可怕的魔能。,10,10,3,91000002,91000001,21001003,0,91000001,21001003,21000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501,0,20,2003,0
201503,201503,2,1,15,3,1,46,0,冥火堡垒,15-3,即使是在万事之战中，火精灵的堡垒也从未被攻陷，这不仅仅是因为冥火堡垒周遭严酷的环境，还因为堡垒中可怕的魔能。,10,10,3,91000002,91000001,21001003,0,91000001,21001003,21000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502,0,20,2003,0
201504,201504,2,1,15,4,1,46,0,冥火堡垒,15-4,即使是在万事之战中，火精灵的堡垒也从未被攻陷，这不仅仅是因为冥火堡垒周遭严酷的环境，还因为堡垒中可怕的魔能。,10,10,3,91000002,91000001,21001003,0,91000001,21001003,21000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503,0,20,2003,0
201601,201601,2,1,16,1,1,49,0,泰拉之心,16-1,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21001004,0,91000001,21001004,21000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504,0,20,2003,0
201602,201602,2,1,16,2,1,49,0,泰拉之心,16-2,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21001004,0,91000001,21001004,21000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201601,0,20,2003,0
201603,201603,2,1,16,3,1,49,0,泰拉之心,16-3,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21001004,0,91000001,21001004,21000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201602,0,20,2003,0
201604,201604,2,1,16,4,1,49,0,泰拉之心,16-4,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21001004,0,91000001,21001004,21000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201603,0,20,2003,0
201701,201701,2,1,17,1,1,52,0,太古遗迹,17-1,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21001005,0,91000001,21001005,21000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201604,0,20,2003,0
201702,201702,2,1,17,2,1,52,0,太古遗迹,17-2,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21001005,0,91000001,21001005,21000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201701,0,20,2003,0
201703,201703,2,1,17,3,1,52,0,太古遗迹,17-3,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21001005,0,91000001,21001005,21000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201702,0,20,2003,0
201704,201704,2,1,17,4,1,52,0,太古遗迹,17-4,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21001005,0,91000001,21001005,21000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201703,0,20,2003,0
201801,201801,2,1,18,1,1,55,0,位面枢纽,18-1,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21001006,0,91000001,21001006,21000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201704,0,20,2003,0
201802,201802,2,1,18,2,1,55,0,位面枢纽,18-2,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21001006,0,91000001,21001006,21000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201801,0,20,2003,0
201803,201803,2,1,18,3,1,55,0,位面枢纽,18-3,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21001006,0,91000001,21001006,21000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201802,0,20,2003,0
201804,201804,2,1,18,4,1,55,0,位面枢纽,18-4,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21001006,0,91000001,21001006,21000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201803,0,20,2003,0
201901,201901,2,1,19,1,1,58,0,泰拉之心,19-1,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010001,0,91000001,21010001,21001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201804,0,20,2003,0
201902,201902,2,1,19,2,1,58,0,泰拉之心,19-2,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010001,0,91000001,21010001,21001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201901,0,20,2003,0
201903,201903,2,1,19,3,1,58,0,泰拉之心,19-3,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010001,0,91000001,21010001,21001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201902,0,20,2003,0
201904,201904,2,1,19,4,1,58,0,泰拉之心,19-4,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010001,0,91000001,21010001,21001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201903,0,20,2003,0
202001,202001,2,1,20,1,1,60,0,太古遗迹,20-1,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010002,0,91000001,21010002,21001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201904,0,20,2003,0
202002,202002,2,1,20,2,1,60,0,太古遗迹,20-2,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010002,0,91000001,21010002,21001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202001,0,20,2003,0
202003,202003,2,1,20,3,1,60,0,太古遗迹,20-3,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010002,0,91000001,21010002,21001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202002,0,20,2003,0
202004,202004,2,1,20,4,1,60,0,太古遗迹,20-4,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010002,0,91000001,21010002,21001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202003,0,20,2003,0
202101,202101,2,1,21,1,1,62,0,位面枢纽,21-1,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010003,0,91000001,21010003,21001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202004,0,20,2003,0
202102,202102,2,1,21,2,1,62,0,位面枢纽,21-2,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010003,0,91000001,21010003,21001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202101,0,20,2003,0
202103,202103,2,1,21,3,1,62,0,位面枢纽,21-3,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010003,0,91000001,21010003,21001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202102,0,20,2003,0
202104,202104,2,1,21,4,1,62,0,位面枢纽,21-4,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010003,0,91000001,21010003,21001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202103,0,20,2003,0
202201,202201,2,1,22,1,1,64,0,泰拉之心,22-1,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010004,0,91000001,21010004,21001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202104,0,20,2003,0
202202,202202,2,1,22,2,1,64,0,泰拉之心,22-2,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010004,0,91000001,21010004,21001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202201,0,20,2003,0
202203,202203,2,1,22,3,1,64,0,泰拉之心,22-3,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010004,0,91000001,21010004,21001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202202,0,20,2003,0
202204,202204,2,1,22,4,1,64,0,泰拉之心,22-4,在这座形如心脏的地下洞窟中，似乎有一种纯净而强大的能量在脉动。辐射至世界各个角落的魔网，亦在此处交汇。,10,10,3,91000002,91000001,21010004,0,91000001,21010004,21001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202203,0,20,2003,0
202301,202301,2,1,23,1,1,66,0,太古遗迹,23-1,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010005,0,91000001,21010005,21001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202204,0,20,2003,0
202302,202302,2,1,23,2,1,66,0,太古遗迹,23-2,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010005,0,91000001,21010005,21001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301,0,20,2003,0
202303,202303,2,1,23,3,1,66,0,太古遗迹,23-3,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010005,0,91000001,21010005,21001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302,0,20,2003,0
202304,202304,2,1,23,4,1,66,0,太古遗迹,23-4,这座从未被记载的遗迹不知已经在这里存在了多久，结构诡异的外墙上刻满了扭曲的象形文字，令人不寒而栗。,10,10,3,91000002,91000001,21010005,0,91000001,21010005,21001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202303,0,20,2003,0
202401,202401,2,1,24,1,1,68,0,位面枢纽,24-1,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010006,0,91000001,21010006,21001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202304,0,20,2003,0
202402,202402,2,1,24,2,1,68,0,位面枢纽,24-2,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010006,0,91000001,21010006,21001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202401,0,20,2003,0
202403,202403,2,1,24,3,1,68,0,位面枢纽,24-3,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010006,0,91000001,21010006,21001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202402,0,20,2003,0
202404,202404,2,1,24,4,1,68,0,位面枢纽,24-4,传说在地下城最深处，有一片未知的神秘区域，不稳定的传送门在光滑的岩壁上四处游移，不知它们会通往何处……,10,10,3,91000002,91000001,21010006,0,91000001,21010006,21001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202403,0,20,2003,0
300001,300001,2,3,1,5,1,1,0,不读这里,1-5,不读这里,10,10,5,91000002,91000001,21000011,0,91000001,21000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200104,0,20,2003,0
300002,300002,2,3,2,5,1,1,0,不读这里,2-5,不读这里,10,10,5,91000002,91000001,21000012,0,91000001,21000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200204,0,20,2003,0
300003,300003,2,3,3,5,1,1,0,不读这里,3-5,不读这里,10,10,5,91000002,91000001,21000013,0,91000001,21000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200304,0,20,2003,0
300004,300004,2,3,4,5,1,1,0,不读这里,4-5,不读这里,10,10,5,91000002,91000001,21000014,0,91000001,21000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200404,0,20,2003,0
300005,300005,2,3,5,5,1,1,0,不读这里,5-5,不读这里,10,10,5,91000002,91000001,21000015,0,91000001,21000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200504,0,20,2003,0
300006,300006,2,3,6,5,1,1,0,不读这里,6-5,不读这里,10,10,5,91000002,91000001,21000016,0,91000001,21000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200604,0,20,2003,0
300007,300007,2,3,7,5,1,1,0,不读这里,7-5,不读这里,10,10,5,91000002,91000001,21000101,0,91000001,21000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200704,0,20,2003,0
300008,300008,2,3,8,5,1,1,0,不读这里,8-5,不读这里,10,10,5,91000002,91000001,21000102,0,91000001,21000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200804,0,20,2003,0
300009,300009,2,3,9,5,1,1,0,不读这里,9-5,不读这里,10,10,5,91000002,91000001,21000103,0,91000001,21000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200904,0,20,2003,0
300010,300010,2,3,10,5,1,1,0,不读这里,10-5,不读这里,10,10,5,91000002,91000001,21000104,0,91000001,21000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201004,0,20,2003,0
